Year,Month,Day,Sampling_date_order,plot,Species,Abundance,Presence,Latitude,Longitude,normalized_temperature,normalized_precipitation
2010,3,13,3,11,BA,0,0,35.5,-108.0,0.17065523351256578,0.2614680627963529
2010,3,13,3,14,BA,0,0,36.0,-109.5,-1.2925849736991597,0.46391875180105335
2010,3,13,3,17,BA,0,0,36.0,-108.0,0.9389551344916022,-0.7314865400935789
2010,3,13,3,22,BA,0,0,36.5,-108.5,0.5089310562018455,-0.2335012494089094
2010,3,13,3,3,BA,0,0,35.0,-109.0,-2.2556608442885717,1.0399560268833485
2010,3,13,3,13,BA,0,0,36.0,-110.0,0.1252076963078885,-0.834508458415986
2010,3,13,3,15,BA,0,0,36.0,-109.0,0.45508481744392826,0.3411886920142489
2010,3,13,3,18,BA,0,0,36.0,-107.5,-1.5397811970811468,0.0671634585367314
2010,3,13,3,20,BA,0,0,36.5,-109.5,-0.3983635360258221,1.3371108702050984
2010,3,13,3,21,BA,0,0,36.5,-109.0,1.20503268367022,-1.7956691959409987
2010,3,13,3,7,BA,0,0,35.5,-110.0,-0.7228455051343042,-2.781982272230785
2010,3,13,3,23,BA,0,0,36.5,-108.0,-1.11020197480395,-1.6579907481223564
2010,4,17,4,1,BA,0,0,35.0,-110.0,-1.269730385515405,-0.9077054993368784
2010,4,17,4,2,BA,0,0,35.0,-109.5,-0.7245780606007582,-1.3371693267834228
2010,4,17,4,4,BA,0,0,35.0,-108.5,0.5247889450184825,1.2247652249083103
2010,4,17,4,8,BA,0,0,35.5,-109.5,1.2621069410263996,1.1159493242985088
2010,4,17,4,11,BA,0,0,35.5,-108.0,-1.386686492552006,0.25873381699143033
2010,4,17,4,12,BA,0,0,35.5,-107.5,-0.6943435239196557,1.2039330469478808
2010,4,17,4,14,BA,0,0,36.0,-109.5,-0.9587476868922611,-1.2674639416153037
2010,4,17,4,17,BA,0,0,36.0,-108.0,-1.7940617157785974,-0.2031033462097416
2010,4,17,4,22,BA,0,0,36.5,-108.5,0.16114103879407554,0.43796966064546683
2010,4,17,4,6,BA,0,0,35.0,-107.5,0.760207165097531,0.056818810602635
2010,4,17,4,15,BA,0,0,36.0,-109.0,0.526372280250319,1.1589144566522982
2010,4,17,4,18,BA,0,0,36.0,-107.5,-0.906898000812393,0.5101547788659827
2010,4,17,4,19,BA,0,0,36.5,-110.0,0.5249443820639293,-1.808287850003422
2010,4,17,4,20,BA,0,0,36.5,-109.5,0.748562734474125,1.413984283766298
2010,4,17,4,21,BA,0,0,36.5,-109.0,-2.53220840264037,2.6650847155134447
2010,4,17,4,7,BA,0,0,35.5,-110.0,0.851745877347227,-0.3185678479175178
2010,5,15,5,1,BA,0,0,35.0,-110.0,0.6281611914332865,-0.556048843310404
2010,5,15,5,2,BA,0,0,35.0,-109.5,-0.061808584735614555,-1.6845709230753203
2010,5,15,5,4,BA,0,0,35.0,-108.5,0.26740767471653826,0.6048889025486742
2010,5,15,5,8,BA,0,0,35.5,-109.5,-1.4696080209016844,0.9914045328458251
2010,5,15,5,9,BA,0,0,35.5,-109.0,0.6975427367815907,0.11813269515510795
2010,5,15,5,11,BA,0,0,35.5,-108.0,-0.2259144184419435,-2.753879042084115
2010,5,15,5,12,BA,0,0,35.5,-107.5,0.08916370487988015,0.7527626005431935
2010,5,15,5,14,BA,0,0,36.0,-109.5,0.9231064783663495,1.6583364167836696
2010,5,15,5,17,BA,0,0,36.0,-108.0,0.18368901223301112,-0.946950061026201
2010,5,15,5,22,BA,0,0,36.5,-108.5,-0.9701454531855839,-0.045396939608639414
2010,5,15,5,6,BA,0,0,35.0,-107.5,0.29856008642328596,-0.9031667277155663
2010,5,15,5,13,BA,0,0,36.0,-110.0,-0.16573653340777236,-0.9777294614424146
2010,5,15,5,18,BA,0,0,36.0,-107.5,-1.4168025291113042,1.258199117615752
2010,5,15,5,20,BA,0,0,36.5,-109.5,1.1505089546619078,0.3886656959873755
2010,5,15,5,21,BA,0,0,36.5,-109.0,-0.2793542162223486,-0.15733418369780203
2010,5,15,5,7,BA,0,0,35.5,-110.0,0.33731401823695073,0.06305679394300505
2010,5,15,5,10,BA,0,0,35.5,-108.5,0.19615379162346458,-0.6187632737703858
2010,7,10,6,1,BA,0,0,35.0,-110.0,0.6255418413211583,0.20241980481546834
2010,7,10,6,2,BA,0,0,35.0,-109.5,0.5670135111444733,0.579259844857353
2010,7,10,6,4,BA,0,0,35.0,-108.5,0.6161240036917695,1.2511361372095362
2010,7,10,6,8,BA,0,0,35.5,-109.5,-0.6924738136042972,-0.4004433892472339
2010,7,10,6,9,BA,0,0,35.5,-109.0,0.519238423675695,-0.1294617991208537
2010,7,10,6,11,BA,0,0,35.5,-108.0,-1.1995946983448798,-0.24807859435809246
2010,7,10,6,12,BA,0,0,35.5,-107.5,-0.4263490795975235,0.9916737456393636
2010,7,10,6,14,BA,0,0,36.0,-109.5,-0.22173971322629726,-0.15510160742210297
2010,7,10,6,17,BA,0,0,36.0,-108.0,0.890143234842564,0.20143171546034855
2010,7,10,6,22,BA,0,0,36.5,-108.5,0.8530376406068851,-0.019070111737260937
2010,7,10,6,3,BA,0,0,35.0,-109.0,0.13086186561799956,-0.3824660257930043
2010,7,10,6,6,BA,0,0,35.0,-107.5,-0.032186326958949525,-0.8766686296467787
2010,7,10,6,13,BA,0,0,36.0,-110.0,0.43566744592398804,0.4031999866005559
2010,7,10,6,15,BA,0,0,36.0,-109.0,0.8419554646646272,1.2393968745568735
2010,7,10,6,18,BA,0,0,36.0,-107.5,1.1090956099189913,-0.9434725408969532
2010,7,10,6,19,BA,0,0,36.5,-110.0,-0.10929276748102539,0.6436078112141447
2010,7,10,6,20,BA,0,0,36.5,-109.5,-0.680841431467542,-0.49486972120701916
2010,7,10,6,21,BA,0,0,36.5,-109.0,0.6124067412308228,-0.11945423843543294
2010,7,10,6,7,BA,0,0,35.5,-110.0,0.6146462344072278,-0.31031026274274254
2010,9,5,7,1,BA,0,0,35.0,-110.0,-2.4438807452413247,1.8968156191926409
2010,9,5,7,2,BA,0,0,35.0,-109.5,0.4446842050839501,0.379469754255107
2010,9,5,7,4,BA,0,0,35.0,-108.5,1.2207039282470282,0.05147099577844678
2010,9,5,7,8,BA,0,0,35.5,-109.5,-0.3156820727877939,-1.258496992781244
2010,9,5,7,9,BA,0,0,35.5,-109.0,-0.3910838557962264,-0.03290572728800548
2010,9,5,7,11,BA,0,0,35.5,-108.0,1.0337395644172263,1.2481172411222967
2010,9,5,7,12,BA,0,0,35.5,-107.5,1.2677683080162547,-1.7325814771706447
2010,9,5,7,14,BA,0,0,36.0,-109.5,-0.5958445273896384,1.5563346179398765
2010,9,5,7,17,BA,0,0,36.0,-108.0,-0.8214829407796532,-1.1916317923828086
2010,9,5,7,22,BA,0,0,36.5,-108.5,0.6110108301888202,-0.42573535402936946
2010,9,5,7,3,BA,0,0,35.0,-109.0,-1.5623823109605661,1.0772755611523883
2010,9,5,7,6,BA,0,0,35.0,-107.5,-1.2415246844200476,-0.8588178522835599
2010,9,5,7,13,BA,0,0,36.0,-110.0,0.4460176136015169,-0.13313342074154533
2010,9,5,7,15,BA,0,0,36.0,-109.0,-0.633179701459353,0.8484897915330233
2010,9,5,7,18,BA,0,0,36.0,-107.5,0.9055645320738689,1.0533644098187618
2010,9,5,7,19,BA,0,0,36.5,-110.0,0.014193283705000174,-0.7493374885228179
2010,9,5,7,20,BA,0,0,36.5,-109.5,-0.963937891457117,1.1409948432242591
2010,9,5,7,21,BA,0,0,36.5,-109.0,-0.44332987544107405,0.29887198665748416
2010,9,5,7,7,BA,0,0,35.5,-110.0,0.031891961811594885,-0.48432067376828003
2010,11,6,8,1,BA,0,0,35.0,-110.0,-0.8145375107494544,1.716198596113312
2010,11,6,8,2,BA,0,0,35.0,-109.5,-0.3524743226214009,-1.528291865232512
2010,11,6,8,4,BA,0,0,35.0,-108.5,-0.2478545985730999,-0.08627357053986753
2010,11,6,8,8,BA,0,0,35.5,-109.5,0.6643550923358024,-0.981927364975224
2010,11,6,8,9,BA,0,0,35.5,-109.0,-0.3552777518506987,-0.5628666872942438
2010,11,6,8,11,BA,0,0,35.5,-108.0,0.027733181414006918,-0.06679442560058228
2010,11,6,8,12,BA,0,0,35.5,-107.5,-0.14962155762242452,0.1887539347988657
2010,11,6,8,14,BA,0,0,36.0,-109.5,0.5641646559507675,0.10988364760560605
2010,11,6,8,17,BA,0,0,36.0,-108.0,-0.027890790312658488,-2.091146752156375
2010,11,6,8,22,BA,0,0,36.5,-108.5,-0.903593737865435,0.778526837736028
2010,11,6,8,3,BA,0,0,35.0,-109.0,0.53089766571604,-0.5410913480689472
2010,11,6,8,6,BA,0,0,35.0,-107.5,-0.44763288868155177,0.8608988722585285
2010,11,6,8,13,BA,0,0,36.0,-110.0,-0.8953984035803652,0.14959095529143293
2010,11,6,8,15,BA,0,0,36.0,-109.0,2.1444332275206395,-1.578308453753088
2010,11,6,8,18,BA,0,0,36.0,-107.5,-0.38612257017081647,0.5580690916053068
2010,11,6,8,19,BA,0,0,36.5,-110.0,-0.2791812198704408,0.9407737240852347
2010,11,6,8,20,BA,0,0,36.5,-109.5,-1.2532685409919557,-0.2589493211528152
2010,11,6,8,21,BA,0,0,36.5,-109.0,-0.7638413481430908,-1.1382889344975526
2010,11,6,8,5,BA,0,0,35.0,-108.0,0.13034553997376597,1.0837551475627616
2010,11,6,8,7,BA,0,0,35.5,-110.0,-0.8309902017314819,-1.96299217814795
2010,11,6,8,10,BA,0,0,35.5,-108.5,0.2843366477833014,-0.40445819678116046
2010,11,6,8,23,BA,0,0,36.5,-108.0,-0.5924955172488627,-0.20498972219186914
2011,1,5,9,1,BA,0,0,35.0,-110.0,-0.0689142204259836,1.0229153243217164
2011,1,5,9,2,BA,0,0,35.0,-109.5,0.6260064363401565,1.0811401865028254
2011,1,5,9,4,BA,0,0,35.0,-108.5,-0.5262801833039413,0.9834927086115673
2011,1,5,9,8,BA,0,0,35.5,-109.5,1.27976165494124,-0.31974039181616354
2011,1,5,9,9,BA,0,0,35.5,-109.0,-1.0921204227927503,0.8197743648765633
2011,1,5,9,11,BA,0,0,35.5,-108.0,0.9201557240049014,-1.0318036552413195
2011,1,5,9,12,BA,0,0,35.5,-107.5,1.7635349405044936,-1.3691950097658958
2011,1,5,9,14,BA,0,0,36.0,-109.5,-0.4818058244898046,0.38874524729380894
2011,1,5,9,17,BA,0,0,36.0,-108.0,0.9851768594524778,1.4569884535629851
2011,1,5,9,22,BA,0,0,36.5,-108.5,-0.5943622437526147,-2.059275987916374
2011,1,5,9,18,BA,0,0,36.0,-107.5,-0.6906200313387268,0.3297759457316207
2011,1,5,9,21,BA,0,0,36.5,-109.0,-0.7464001027931448,0.3348983037293385
2011,1,5,9,7,BA,0,0,35.5,-110.0,1.614907557680897,-1.0476543690470324
2011,1,5,9,16,BA,0,0,36.0,-108.5,0.3176699364911118,-0.212423765822976
2011,2,5,10,1,BA,0,0,35.0,-110.0,1.0036062220188018,-0.02909016676923274
2011,2,5,10,2,BA,0,0,35.0,-109.5,-0.6642012221937621,0.5848122048628125
2011,2,5,10,4,BA,0,0,35.0,-108.5,0.9991274931502423,0.4796098719454649
2011,2,5,10,8,BA,0,0,35.5,-109.5,-0.217105716140151,-2.0001616794085857
2011,2,5,10,9,BA,0,0,35.5,-109.0,-0.7300340782989699,0.31382153177399486
2011,2,5,10,11,BA,0,0,35.5,-108.0,2.3371367298964434,0.1346275195424697
2011,2,5,10,12,BA,0,0,35.5,-107.5,0.5728261650119816,0.4292387533062341
2011,2,5,10,14,BA,0,0,36.0,-109.5,-0.17120017135001817,0.6879313355135902
2011,2,5,10,17,BA,0,0,36.0,-108.0,-1.378584843908299,-0.022018145289542376
2011,2,5,10,22,BA,0,0,36.5,-108.5,-0.3970307713090199,0.2850157953873082
2011,2,5,10,13,BA,0,0,36.0,-110.0,1.5946510539602217,-1.183293713630894
2011,2,5,10,7,BA,0,0,35.5,-110.0,-0.427753207347178,0.8580671569374496
2011,2,5,10,16,BA,0,0,36.0,-108.5,0.6168492386014024,-0.5380453530884296
2011,3,14,11,1,BA,0,0,35.0,-110.0,1.7130078038607337,-0.5419059552916058
2011,3,14,11,2,BA,0,0,35.0,-109.5,1.675668543373414,-1.0123078468850044
2011,3,14,11,4,BA,0,0,35.0,-108.5,-1.01741685820501,-1.7995250581051114
2011,3,14,11,8,BA,0,0,35.5,-109.5,1.5788676904277692,-0.5987299732002058
2011,3,14,11,9,BA,0,0,35.5,-109.0,-0.1974351421865106,-1.6008902720725646
2011,3,14,11,11,BA,0,0,35.5,-108.0,-0.6301681994781191,1.1049916956899628
2011,3,14,11,14,BA,0,0,36.0,-109.5,-2.8493191366789135,0.08565510976836938
2011,3,14,11,17,BA,0,0,36.0,-108.0,0.5251551634046147,1.4810685998357798
2011,3,14,11,22,BA,0,0,36.5,-108.5,0.6721542057871389,-0.3955408962493057
2011,3,14,11,3,BA,0,0,35.0,-109.0,0.7246212972259329,1.1634310532222873
2011,3,14,11,6,BA,0,0,35.0,-107.5,-0.13215701235340832,0.424422696261028
2011,3,14,11,13,BA,0,0,36.0,-110.0,-0.6626456365459403,-0.34772417697136676
2011,3,14,11,15,BA,0,0,36.0,-109.0,-1.3614072417019665,-1.5710331762451788
2011,3,14,11,20,BA,0,0,36.5,-109.5,0.14364362188828703,-0.9936286813714448
2011,3,14,11,21,BA,0,0,36.5,-109.0,-1.0562615836384242,-0.720716663347998
2011,3,14,11,5,BA,0,0,35.0,-108.0,-1.8669040026088894,1.2905929612555864
2011,3,14,11,7,BA,0,0,35.5,-110.0,-1.0192444812204053,-1.653273312440228
2011,3,14,11,16,BA,0,0,36.0,-108.5,-0.3067896288702968,-0.7003012127250388
2011,4,2,12,1,BA,0,0,35.0,-110.0,0.707977993684089,1.4532943662755498
2011,4,2,12,2,BA,0,0,35.0,-109.5,-0.30609071089488404,-0.436253594868202
2011,4,2,12,4,BA,0,0,35.0,-108.5,-0.8333576017016089,0.07331969596402785
2011,4,2,12,8,BA,0,0,35.5,-109.5,0.32798909610745475,-1.213293362369291
2011,4,2,12,9,BA,0,0,35.5,-109.0,0.2379125841973082,0.3169144009148599
2011,4,2,12,11,BA,0,0,35.5,-108.0,0.1650283136297506,0.23970399471941298
2011,4,2,12,12,BA,0,0,35.5,-107.5,2.8184254278179797,0.16297355081500284
2011,4,2,12,14,BA,0,0,36.0,-109.5,-1.476646394882494,1.6383590902566534
2011,4,2,12,17,BA,0,0,36.0,-108.0,0.03429603126786148,0.7176240531859224
2011,4,2,12,22,BA,0,0,36.5,-108.5,-0.6067468927758541,0.7033037364239468
2011,4,2,12,3,BA,0,0,35.0,-109.0,-0.2571896145509816,0.5499645749841023
2011,4,2,12,6,BA,0,0,35.0,-107.5,-1.2755054740731622,2.6158463134201035
2011,4,2,12,13,BA,0,0,36.0,-110.0,-0.9057552516261456,0.1376963141643472
2011,4,2,12,15,BA,0,0,36.0,-109.0,-2.543311190772387,1.7638614596224638
2011,4,2,12,18,BA,0,0,36.0,-107.5,-0.05492665142459989,-1.3314286250971166
2011,4,2,12,19,BA,0,0,36.5,-110.0,-1.2207152521770557,0.3674620014083439
2011,4,2,12,20,BA,0,0,36.5,-109.5,1.6845377433493736,0.3540820714577192
2011,4,2,12,21,BA,0,0,36.5,-109.0,1.2696018053379254,0.8732178805262523
2011,4,2,12,16,BA,0,0,36.0,-108.5,0.2034072521753925,0.09784187075813033
2011,4,2,12,23,BA,0,0,36.5,-108.0,-0.9036705459882406,-1.8137181851440627
2011,5,7,13,1,BA,0,0,35.0,-110.0,1.2551853547218617,-0.09391168770172424
2011,5,7,13,2,BA,0,0,35.0,-109.5,1.5833338398000656,-0.7470046132713187
2011,5,7,13,4,BA,0,0,35.0,-108.5,-1.921943544580655,-0.44713310063675615
2011,5,7,13,8,BA,0,0,35.5,-109.5,-0.3770889130332214,1.6935032033227035
2011,5,7,13,9,BA,0,0,35.5,-109.0,0.014380039354923706,-0.2914346902569932
2011,5,7,13,11,BA,0,0,35.5,-108.0,0.2182735618792338,-0.036267033821482136
2011,5,7,13,12,BA,0,0,35.5,-107.5,-1.1558624550891703,0.8276656831392806
2011,5,7,13,14,BA,0,0,36.0,-109.5,-1.0079059858924746,1.7024755922804238
2011,5,7,13,17,BA,0,0,36.0,-108.0,1.0783971468587221,-1.7032468085385175
2011,5,7,13,22,BA,0,0,36.5,-108.5,0.056757426423765016,0.458669797773619
2011,5,7,13,3,BA,0,0,35.0,-109.0,1.122923765422389,-0.6704754424731809
2011,5,7,13,6,BA,0,0,35.0,-107.5,-0.042569314652287304,0.018982171816423934
2011,5,7,13,13,BA,0,0,36.0,-110.0,0.4034380351300995,0.06344946144944646
2011,5,7,13,15,BA,0,0,36.0,-109.0,-0.451545958814374,0.09715781334259495
2011,5,7,13,18,BA,0,0,36.0,-107.5,0.8867835462975399,0.3510724515826121
2011,5,7,13,20,BA,0,0,36.5,-109.5,0.6076689016034563,0.28894744097390346
2011,5,7,13,21,BA,0,0,36.5,-109.0,-0.095325256440454,1.5561661083698715
2011,5,7,13,7,BA,0,0,35.5,-110.0,-0.7576641108127206,0.4578570787653892
2011,5,7,13,23,BA,0,0,36.5,-108.0,0.12425951815511899,-1.0262191839208623
2011,7,2,14,1,BA,0,0,35.0,-110.0,-1.8453040291904443,-1.122386985936127
2011,7,2,14,2,BA,0,0,35.0,-109.5,0.2812837049360845,0.035977887626557147
2011,7,2,14,4,BA,0,0,35.0,-108.5,0.44586572089055676,0.18101211025933947
2011,7,2,14,8,BA,0,0,35.5,-109.5,-0.6829473114793192,-0.02690000441814012
2011,7,2,14,9,BA,0,0,35.5,-109.0,0.25730003153816217,-1.3275472549499931
2011,7,2,14,11,BA,0,0,35.5,-108.0,0.06321233464609737,-1.6549314898220955
2011,7,2,14,12,BA,0,0,35.5,-107.5,-0.7244848251858356,0.5786235149618372
2011,7,2,14,14,BA,0,0,36.0,-109.5,0.29614153973840074,0.4444575114550758
2011,7,2,14,17,BA,0,0,36.0,-108.0,1.054001336925965,-0.73897139670474
2011,7,2,14,22,BA,0,0,36.5,-108.5,-0.6387617484733791,0.41294778532754883
2011,7,2,14,3,BA,0,0,35.0,-109.0,1.6685390581155681,0.0541451142205904
2011,7,2,14,6,BA,0,0,35.0,-107.5,-0.12037818779512076,-0.8340307805409287
2011,7,2,14,13,BA,0,0,36.0,-110.0,-0.614504816650765,-1.415404769253133
2011,7,2,14,15,BA,0,0,36.0,-109.0,-0.09979179304891769,-0.6399582443327037
2011,7,2,14,18,BA,0,0,36.0,-107.5,-0.7347192378534291,-1.3909804475479686
2011,7,2,14,19,BA,0,0,36.5,-110.0,-0.22162028051175428,0.35122546455969833
2011,7,2,14,20,BA,0,0,36.5,-109.5,-1.0761114734572155,0.5586623847222267
2011,7,2,14,21,BA,0,0,36.5,-109.0,0.41662875714569964,0.31775820805235366
2011,7,2,14,7,BA,0,0,35.5,-110.0,0.9369221195644045,-0.2792006140433182
2011,7,2,14,16,BA,0,0,36.0,-108.5,-1.4282220056813058,-1.2545609490907261
2011,7,2,14,23,BA,0,0,36.5,-108.0,-1.7976725265592832,-0.03636080217306142
2011,8,6,15,1,BA,0,0,35.0,-110.0,-0.06692057838816645,-0.32770295104799746
2011,8,6,15,2,BA,0,0,35.0,-109.5,0.7796987151767207,0.16477177578130892
2011,8,6,15,4,BA,0,0,35.0,-108.5,-0.03104095515223601,1.2583796619186658
2011,8,6,15,8,BA,0,0,35.5,-109.5,-0.3776714511592549,-0.14291069351175908
2011,8,6,15,9,BA,0,0,35.5,-109.0,-1.9484588101307534,-1.028905499592797
2011,8,6,15,11,BA,0,0,35.5,-108.0,-0.5533625553709889,0.6734361281345895
2011,8,6,15,12,BA,0,0,35.5,-107.5,0.2866179925184556,2.2235984158728446
2011,8,6,15,14,BA,0,0,36.0,-109.5,2.0830368493414406,-0.2845126105498768
2011,8,6,15,17,BA,0,0,36.0,-108.0,0.0015133674348893882,1.5743459944214317
2011,8,6,15,22,BA,0,0,36.5,-108.5,-1.3831224842099255,0.49348618905737546
2011,8,6,15,3,BA,0,0,35.0,-109.0,-0.29824044965303087,0.4696110854927746
2011,8,6,15,6,BA,0,0,35.0,-107.5,-0.030297982030202945,0.568291801500663
2011,8,6,15,13,BA,0,0,36.0,-110.0,0.9291973324868372,-1.1183259977936488
2011,8,6,15,15,BA,0,0,36.0,-109.0,-2.573761116103207,-1.0535102705315071
2011,8,6,15,18,BA,0,0,36.0,-107.5,1.9880098245923663,-0.5092346436535381
2011,8,6,15,19,BA,0,0,36.5,-110.0,0.6363192659515482,-0.2126487495416252
2011,8,6,15,20,BA,0,0,36.5,-109.5,-0.6021924254770948,-0.7735760904408833
2011,8,6,15,21,BA,0,0,36.5,-109.0,-1.1242620958994294,-0.34931908343581164
2011,8,6,15,7,BA,0,0,35.5,-110.0,-2.616260229965289,0.49663565354346884
2011,8,6,15,16,BA,0,0,36.0,-108.5,0.8767617175952682,-1.265269905576535
2011,8,6,15,23,BA,0,0,36.5,-108.0,0.09520115079432259,0.25655123538757535
2011,8,27,16,1,BA,0,0,35.0,-110.0,-0.745338819886245,0.1244393388070853
2011,8,27,16,2,BA,0,0,35.0,-109.5,-0.729864444301725,-1.4526385287871761
2011,8,27,16,4,BA,0,0,35.0,-108.5,2.8258150074215496,-0.5505413863028721
2011,8,27,16,8,BA,0,0,35.5,-109.5,-0.01902101818831949,-0.14123659099746264
2011,8,27,16,9,BA,0,0,35.5,-109.0,1.114737384687534,0.06946199201310202
2011,8,27,16,11,BA,0,0,35.5,-108.0,-0.9895864837300821,1.72944312517108
2011,8,27,16,12,BA,0,0,35.5,-107.5,-0.1633863799581178,-1.0323323019810133
2011,8,27,16,14,BA,0,0,36.0,-109.5,-0.8493005582270918,0.7005414343037769
2011,8,27,16,17,BA,0,0,36.0,-108.0,-0.42149860358484736,0.008866977051137937
2011,8,27,16,22,BA,0,0,36.5,-108.5,-1.3174766120766694,0.31409200059914877
2011,8,27,16,3,BA,0,0,35.0,-109.0,-0.2391819457329715,0.9437021883111482
2011,8,27,16,6,BA,0,0,35.0,-107.5,0.22840500743347666,-0.30205921283434634
2011,8,27,16,13,BA,0,0,36.0,-110.0,-0.04667236076033135,-0.2872485604338703
2011,8,27,16,15,BA,0,0,36.0,-109.0,-0.9865668423490359,-1.006126734965944
2011,8,27,16,18,BA,0,0,36.0,-107.5,1.053536677444551,0.9791767225405059
2011,8,27,16,19,BA,0,0,36.5,-110.0,-0.258108041119731,-1.5378864781934405
2011,8,27,16,20,BA,0,0,36.5,-109.5,1.06593987927395,0.8401544142519317
2011,8,27,16,21,BA,0,0,36.5,-109.0,0.12475748881470806,-1.7365955972178586
2011,8,27,16,7,BA,0,0,35.5,-110.0,1.1251172561676661,-1.949804371193079
2011,8,27,16,16,BA,0,0,36.0,-108.5,-0.692090530257239,-1.221989545523187
2011,8,27,16,23,BA,0,0,36.5,-108.0,-0.8588920088384036,0.7486874197528703
2011,10,1,17,1,BA,0,0,35.0,-110.0,0.5181158823681513,-0.5173734700569972
2011,10,1,17,2,BA,0,0,35.0,-109.5,-0.34010451894161786,-0.24362890295474
2011,10,1,17,4,BA,0,0,35.0,-108.5,0.09418633910737136,-1.53855312935757
2011,10,1,17,8,BA,0,0,35.5,-109.5,-0.5619044931613898,0.6761932831010379
2011,10,1,17,9,BA,0,0,35.5,-109.0,0.08262150078893626,0.6921670267345464
2011,10,1,17,11,BA,0,0,35.5,-108.0,-0.643795540094753,0.2227598238040344
2011,10,1,17,12,BA,0,0,35.5,-107.5,-0.8335381449725201,0.7541743836985983
2011,10,1,17,14,BA,0,0,36.0,-109.5,0.8096772891996606,0.044301737814246324
2011,10,1,17,17,BA,0,0,36.0,-108.0,0.03836621543496318,0.9997474572345916
2011,10,1,17,22,BA,0,0,36.5,-108.5,0.5496926755361269,1.2442338505896897
2011,10,1,17,3,BA,0,0,35.0,-109.0,-0.0793640288257907,1.225683064176883
2011,10,1,17,6,BA,0,0,35.0,-107.5,1.678654182470267,0.7672386845042706
2011,10,1,17,13,BA,0,0,36.0,-110.0,-0.3659248255420089,-0.6500131541784099
2011,10,1,17,15,BA,0,0,36.0,-109.0,0.9756032280400976,1.1842649102824232
2011,10,1,17,18,BA,0,0,36.0,-107.5,1.1137257067435669,-0.378957026741932
2011,10,1,17,19,BA,0,0,36.5,-110.0,-0.6806633297219028,0.11129753116928255
2011,10,1,17,20,BA,0,0,36.5,-109.5,0.5177318116449703,-0.7159388238222225
